id,keyword,location,text,target,Correct Prediction,BERT-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,GRU-GloVe-8b7db91c
3022,tsunami,,When tsunami says your order will take 40 minutes and you placed your order when you were on your way ????,1,1,0.10883331299,0.5106688737899999,0.6159653663600001
3023,tsunami,SIUC | 618,She kept it wet like tsunami she think she saw the titanic I get it hot like wasabi,0,0,0.27055776119,0.56356012821,0.47737330198
3063,upheaval,"Surrey, BC",This week we received the sad news of our friends daughters cancer prognosis. This is the second upheaval in this... http://t.co/tpOptWMWFR,1,1,0.78116869926,0.3440964222,0.17527361214
3077,violent%20storm,"Harvard Square, Cambridge, MA",Stay inside for the next little while kids. We're having a bit of a violent storm right now. -kjc,1,1,0.9260278940200001,0.42815315723,0.42213374376
3079,violent%20storm,Worldwide,"Violent Forces Radio: Now Playing Axegressor - Psalm Before the Storm
TuneIn Player @ http://t.co/XsSgEdSbH4",0,0,0.36415204405999996,0.6927323341399999,0.6603692174
3084,volcano,probably watching survivor,The sunset looked like an erupting volcano .... My initial thought was the Pixar short Lava http://t.co/g4sChqFEsT,1,1,0.17538473010000002,0.91571742296,0.8033760190000001
3096,volcano,,The Architect Behind Kanye West's Volcano - New York Times http://t.co/3QJUExX0Y0,1,1,0.12695816159,0.78614073992,0.56828922033
3099,war%20zone,Enemy of the state,Sammy is here in this war zone. Jamal spoke to me on the phone. Now my wife is next to speak to me ...what else can&gt; http://t.co/2CppfprxoG,1,1,0.71548730135,0.13881552219,0.1174621582
3102,war%20zone,MDS af ?,Saipan looks like a war zone though,1,1,0.9237538576100001,0.36405280232000004,0.40214753151
3104,war%20zone,,Um OK '@dandre_5: Sundays during football seasonfrom about 9 am - 11 pm women shouldn't even log onshit be a complete war zone',1,1,0.32631856203000004,0.37426441908,0.53119140863
3107,war%20zone,Canada,The Resistance wages guerrilla warfare against KPA forces in the Red Zone the war-torn outskirts of... http://t.co/WFxAwQvvjr,1,1,0.8905656337700001,0.5460126996,0.43718501925
3130,whirlwind,"?orth, SG.",Whirlwind full of bombarded kunais.,0,0,0.86084425449,0.14599810541,0.29935398698000004
3144,wild%20fires,YYC,my wife has opted to take holidays &amp; historically since we met @lanahillman gets special treatment her bonfires can't start wild fires-RAIN!,1,1,0.63886225224,0.6066520214100001,0.47459930182
3148,wild%20fires,New york,Hey @Macys ! My moms house burned down in the CA wild fires &amp; I bought her an e gift card to buy her CLOTHES (cont) http://t.co/sWdjnypCXK,1,1,0.8888704776799999,0.10686766356,0.06692253053
3160,wildfire,Colorado,11:57am Wildfire by The Mynabirds from Lovers Know,0,0,0.64206308126,0.48290431498999997,0.66891586781
3164,wildfire,"Tucson, Arizona",Here's a quick timelapse I made of the Finger Rock Fire last night from about 9PM - 1AM. Check it out! #fingerrockfire #wildfire #catalinas,1,1,0.9846646785700001,0.39205279946000005,0.49972257018
3166,wildfire,West Virginia,can't eat a wildfire chicken salad without thinking of / missing @Alynacarol ??,0,0,0.03732711077,0.41029590368,0.6086127162
3177,windstorm,"28.709672,-97.376514",San Patricio ÛÓ Windstorm insurance reform key for coastal homeowners: PORTLAND ÛÒ State Rep. J.M. Lozano spoke ... http://t.co/GQySVKrAGi,0,0,0.47398564218999995,0.77602094412,0.6489996314
3180,windstorm,New York,Insurance News:Texas Seeks Comment on Rules for Changes to Windstorm Insurer,0,0,0.57088690996,0.30370730162,0.30189996958
3181,windstorm,"Pasadena, TX",TWIA board approves 5 percent rate hike: The Texas Windstorm Insurance Association (TWIA) Board of Directors v... http://t.co/NvxLJDsNkX,0,0,0.62838608027,0.30141603946999995,0.44753721356000004
3185,windstorm,,Texas Seeks Comment on Rules for Changes to Windstorm Insurer: The Texas Department of Insurance is seeking pu... http://t.co/NGF9n8Jquu,0,0,0.55362015963,0.40086984634000006,0.5151066184
3186,windstorm,Rhode Island,A few more photos from this mornings windstorm. We've never seen anything like it! #rhodeisland #warwick,1,1,0.84904408455,0.24179853499,0.13407838345
3190,wounded,"?? Newport , RI ??",You still acting like you were the one wounded. Didn't you do the stabbing?...,1,1,0.29523810744,0.5019916296,0.6654906868899999
3194,wounded,,@lordjewcup @helloimivan wounded warrior,0,0,0.522577703,0.32959797978,0.37737432122000003
3221,wreck,"Columbus, OH",Interesting in watching a train wreck while taking acid kind of way https://t.co/kM08qiWW4g,0,0,0.17480751872000003,0.61515843868,0.70847100019
3229,wreck,"Pennsylvania, USA",@Herologist i know right? It's a train wreck. You can't believe it's happening but you can't look away.,0,0,0.16618582605999999,0.43933233618999995,0.58143758774
3258,,,EARTHQUAKE SAFETY LOS ANGELES ÛÒ SAFETY FASTENERS XrWn,0,0,0.36292237043000003,0.73920410872,0.79241752625
3262,,,#CityofCalgary has activated its Municipal Emergency Plan. #yycstorm,1,1,0.8160956502,0.31844204664000003,0.41514962912000003
